X Y
0.0 1.6
0.064 2.96
0.1728 4.113440000000001
0.31141760000000007 5.089512000000001
0.46828544000000005 5.913628496000001
-1.4438863209600004 3.0087039203200003
-1.1069552160032003 4.215153785110401
-0.7723057821983043 5.227158925983969
-0.44737355782919985 6.073977318374306
-0.1373084314198476 6.780775662931328
0.15451885981038266 7.369151650748423
0.4261070968687622 7.857598148743744
0.6764949582881976 8.261914142557432
0.9054972802472652 8.59556722284229
1.1134953771238671 8.870012248206056
1.3012715604835292 9.094970595890192
1.4698796502466074 9.278674144087322
1.620544668473109 9.42807783646436
1.754586081660717 9.549044374255782
1.8733599443818407 9.646504274850987
1.978216123718604 9.724594235848064
2.070467474594736 9.78677645552211
2.1513684116264096 9.835941288210003
2.222100801410848 9.874495358513446
2.2837654955397584 9.904437022679994
2.337378152115994 9.927420849456405
2.4290711150303945 3.4302993234196957
2.201922420712623 4.418591580305526
2.0483777208179506 5.267725946431192
1.9518301005525056 5.995631945633795
1.386002429694587 2.3864274930957623
1.2735591649642293 3.5730232719436144
1.2254462210973394 4.586127414553503
1.2250743845148786 5.449190453526584
1.25928084497871 6.182808910117002
1.5422943680859542 2.2512871581225453
1.4010016991979628 3.451902309680725
1.3289275367054973 4.478076895260697
1.3087114820101007 5.353208259503373
-1.130091851068857 3.078709457953065
-0.8374296950904057 4.26210671330286
-0.5413309722947304 5.256287894111047
-0.24987981068607892 6.08949794888618
0.03118207887228011 6.786068448980696
0.29794750500066597 7.3669108984787
0.5479318151897141 7.849956363506868
0.7797402974515317 8.25054563637325
0.992801078288732 8.5817741790192
2.2539766083820667 2.7577540833196785
2.0261902804575436 3.853931906486444
1.87641901464837 4.794794509295176
1.7867479428229214 5.600518572314964
1.7427564942920817 6.288970868754802
1.7329018548984614 6.875914978669899
1.7480031758104881 7.375211657673475
1.7808111657458539 7.7990097819900335
-1.671580310168238 3.725368720159354
-1.2718285148366282 4.833426624542181
-0.8877171726294466 5.759285771454319
-1.6749577351040124 2.6628679200151777
-1.3171993580378034 3.9304360414170616
-0.9624020126754504 4.993558609526014
-0.6182993663930924 5.88302089860413
-0.29023362548996334 6.625299738469234
0.01831340787230054 7.243114122718447
0.30529096160019337 7.7559144679957885
0.5697338960799959 8.180315659332413
0.0 1.308850505493186
0.052354020219727446 2.712522929669208
0.15300183437353665 3.903550329410038
0.28619357239390764 4.911897706623591
1.3324023219955197 1.693265778412078
1.2002726048326748 2.9859798187704456
1.1396709068585915 4.090071941761572
1.1323231485002656 5.030974314222993
1.1637136487941455 5.831035241149534
1.222398011121005 6.509831409025338
1.299431565813868 7.084460777226697
1.3878952620308556 7.569814398010138
1.9113637421382106 2.6176082236504556
1.7293635097634974 3.7485124404173593
1.619899480915667 4.717061033964216
1.5655970001368855 5.544705899632957
1.5525456861016709 6.250376134682538
1.5696788785737217 6.85071788703609
1.608255762269107 7.360323048837728
1.8196520893341979 2.6246240299110224
1.651689237130509 3.758144341851001
1.5542616252349726 4.72835512108813
1.0908001901194306 1.978913251622244
-0.2963574073978973 2.286244959084363
-0.16045399792483817 3.5551625115176244
0.005820602224592547 4.628306294706974
0.1900797636791826 5.533827526411944
0.382920900183783 6.296150206902984
0.5773287734323349 6.936410839860185
0.768185891011892 7.472856062943864
1.977171813972498 2.433213786769619
1.777924593347408 3.589144846195276
0.7382718679325662 1.7636551573571921
0.6980772940369688 3.069576009036311
0.7161487402928759 4.1812165159193855
0.77597508988572 5.125388088919763
1.3187124014146758 1.8718466647110303
1.1957794077909156 3.138321168947789
1.1419453433801898 4.2197418172939845
1.1394432145649207 5.141102730964679
1.1741708416187697 5.92435959273738
1.2350195990854496 6.588738820162023
1.3133162120291129 7.151027213174302
1.4023598687517178 7.625840482716992
1.49703950774764 8.025870015559374
1.593518382207869 8.362107932915562
1.6889749421933111 8.644051007689912
2.1669880408241786 2.9537057268158398
-0.33456588080728267 2.7482225092890458
-0.17445209831462843 3.94937176812798
0.009690587157685032 4.963944086841368
0.20679476255768697 5.818964850328854
0.4085341421871881 6.537848332277218
0.6087679541501986 7.140829716748147
0.8030859496975946 7.645354541069917
0.9884372388857521 8.066427921921525
1.1628287699297502 8.416926244077866
1.325081504203402 8.707874156668996
-1.9990309798932584 3.8205010604339615
-1.546356290491911 4.927387140564598
-1.1173073612955404 5.850133321099584
-0.7157059242572259 6.617305617386467
-0.34365781092318326 7.253338011748786
-0.001975618814754332 7.779083622423396
0.30948406890439467 8.212300103812478
0.5915534627212347 8.56807572548443
0.8455434723324267 8.859202228152917
1.0730800406086793 9.096500155036681
1.2759780407188446 9.289101930156832
1.4561454118172912 9.444697519004553
1.6155115008048795 9.569747074681178
1.7559746586713947 9.669664553446806
2.444109876164397 3.217272904081796
0.0 0.5147636646530873
0.020590546586123495 2.0375491149551244
0.09900392919640995 3.331093125848411
0.2173970648508849 4.427468999803294
0.3618862651153839 5.354652767238765
0.521789436037627 6.136979401548334
1.6400858170278896 2.0485403097413832
1.4760145568633614 3.27565583059906
1.3856386065578197 4.325266873734667
-0.8474416658594495 2.8702555917299253
-0.605515192311335 4.073614919604815
-0.3517433166804421 5.086793289356546
-0.09551008760411395 5.937844028620281
0.0 0.9500550445792451
0.038002201783169806 2.4075467878923584
0.1286037430313887 3.6448946816371777
1.0012799494037015 1.3482116967810838
0.9050164248643896 2.7059287442877733
0.877501110906242 3.8638387756500316
0.900429495296307 4.849162914866277
0.959331587596512 5.685771297824482
1.0428627013700145 6.394532339646949
-1.4540058680342038 3.2466555360374323
-1.106038766387576 4.417817440353185
-0.7634202538153121 5.399386374955711
-0.4329317607447868 6.220015228864966
-0.1191913874784701 6.904330214965013
0.17486052924190093 7.4734483382194
0.4475693833843918 7.945436666316814
0.6982514425294055 8.335718391033916
-2.0276364931629374 3.5944558778092253
-1.3400858268629863 1.924423899690554
-1.0620959968459163 3.2893637478114903
-0.7712070474065692 4.438443025513603
-0.4779882692750397 5.403524853582826
-0.1901490347404707 6.212115656316403
0.08685794672325603 6.887904269258561
0.34934542548511005 7.451244311000847
0.5949933841023773 7.919583847331316
2.128234469637412 2.4953984032261336
1.9088152353208456 3.635959263956717
1.7679313205809875 4.614212764950375
1.6873101330918543 5.45136359738458
-1.07989250870162 3.1873813220357343
